time_s,H,V
0.0,514.4,514.0
0.02,513.12,514.4
0.04,512.1,515.32
0.06,512.68,515.06
0.08,511.94,514.04
0.1,513.35,513.24
0.12000000000000001,513.08,512.19
0.14,513.07,512.35
0.16,513.85,513.68
0.18,513.68,515.34
0.19999999999999998,513.68,515.34
0.21999999999999997,515.24,516.74
0.23999999999999996,515.39,515.99
0.25999999999999995,516.91,515.59
0.27999999999999997,516.73,516.08
0.3,516.73,516.08
0.32,516.38,515.66
0.34,516.71,515.33
0.36000000000000004,516.77,512.46
0.38000000000000006,516.01,511.57
0.4000000000000001,515.21,509.86
0.4200000000000001,514.37,508.08
0.4400000000000001,514.89,507.47
0.46000000000000013,514.52,506.57
0.48000000000000015,513.81,506.26
0.5000000000000001,513.81,506.26
0.5200000000000001,515.2,507.85
0.5400000000000001,514.56,511.48
0.5600000000000002,514.56,511.48
0.5800000000000002,497.2,547.83
0.6000000000000002,498.36,591.06
0.6200000000000002,522.29,623.85
0.6400000000000002,597.03,647.08
0.6600000000000003,597.03,647.08
0.6800000000000003,672.82,655.66
0.7000000000000003,738.66,667.93
0.7200000000000003,795.13,655.94
0.7400000000000003,840.5,640.96
0.7600000000000003,869.2,622.56
0.7800000000000004,856.36,590.05
0.8000000000000004,799.09,563.64
0.8200000000000004,718.27,530.51
0.8400000000000004,718.27,530.51
0.8600000000000004,568.45,461.97
0.8800000000000004,521.76,435.97
0.9000000000000005,521.76,435.97
0.9200000000000005,461.33,408.34
0.9400000000000005,447.06,406.28
0.9600000000000005,447.06,406.28
0.9800000000000005,431.44,408.38
1.0000000000000004,431.44,408.38
1.0200000000000005,427.95,412.3
1.0400000000000005,426.56,419.84
1.0600000000000005,426.25,427.87
1.0800000000000005,426.6,435.7
1.1000000000000005,429.48,442.96
1.1200000000000006,429.48,442.96
1.1400000000000006,433.35,455.53
1.1600000000000006,434.88,463.23
1.1800000000000006,436.5,468.78
1.2000000000000006,440.0,476.43
1.2200000000000006,440.0,476.43
1.2400000000000007,447.04,489.07
1.2600000000000007,450.83,494.46
1.2800000000000007,450.83,494.46
1.3000000000000007,456.13,501.21
1.3200000000000007,456.13,501.21
1.3400000000000007,459.31,505.97
1.3600000000000008,461.05,507.78
1.3800000000000008,464.04,508.22
1.4000000000000008,467.03,508.98
1.4200000000000008,468.82,508.18
1.4400000000000008,470.46,507.35
1.4600000000000009,471.57,506.88
1.4800000000000009,474.45,507.9
1.5000000000000009,474.36,509.52
1.520000000000001,476.69,511.02
1.540000000000001,478.35,512.01
1.560000000000001,480.28,512.81
1.580000000000001,480.28,512.81
1.600000000000001,485.5,518.12
1.620000000000001,485.5,518.12
1.640000000000001,489.52,521.0
1.660000000000001,489.52,521.0
1.680000000000001,489.82,522.0
1.700000000000001,492.48,519.36
1.720000000000001,492.48,519.36
1.740000000000001,493.59,517.69
1.7600000000000011,495.27,517.75
1.7800000000000011,495.82,515.6
1.8000000000000012,496.25,514.48
1.8200000000000012,496.0,513.38
1.8400000000000012,496.6,512.31
1.8600000000000012,496.68,510.85
1.8800000000000012,497.94,511.28
1.9000000000000012,500.16,510.22
1.9200000000000013,500.16,510.22
1.9400000000000013,502.14,513.62
1.9600000000000013,502.14,513.62
1.9800000000000013,501.61,513.48
2.0000000000000013,501.61,513.48
2.0200000000000014,502.29,511.58
2.0400000000000014,499.26,509.57
2.0600000000000014,499.26,509.57
2.0800000000000014,500.81,512.46
2.1000000000000014,500.65,509.57
2.1200000000000014,500.65,509.57
2.1400000000000015,500.62,505.12
2.1600000000000015,498.89,502.1
2.1800000000000015,498.71,502.28
2.2000000000000015,502.37,505.22
2.2200000000000015,502.37,505.22
2.2400000000000015,508.0,509.38
2.2600000000000016,507.0,508.31
2.2800000000000016,505.4,509.04
2.3000000000000016,505.4,509.04
2.3200000000000016,512.05,512.23
2.3400000000000016,511.24,514.78
2.3600000000000017,511.24,514.78
2.3800000000000017,510.2,513.63
2.4000000000000017,507.96,511.9
2.4200000000000017,506.36,509.32
2.4400000000000017,505.89,509.66
2.4600000000000017,506.11,510.53
2.4800000000000018,506.89,509.22
2.5000000000000018,503.91,508.98
2.520000000000002,503.91,508.98
2.540000000000002,508.34,509.1
2.560000000000002,508.34,509.1
2.580000000000002,508.18,509.63
2.600000000000002,508.54,509.7
2.620000000000002,509.64,513.36
2.640000000000002,508.11,514.69
2.660000000000002,508.11,514.69
2.680000000000002,507.47,516.68
2.700000000000002,507.47,516.68
2.720000000000002,506.86,516.84
2.740000000000002,506.86,516.84
2.760000000000002,506.49,517.07
2.780000000000002,506.79,516.05
2.800000000000002,504.63,512.44
2.820000000000002,503.91,511.96
2.840000000000002,504.12,510.76
2.860000000000002,504.9,510.21
2.880000000000002,506.32,508.57
2.900000000000002,506.32,508.57
2.920000000000002,507.68,508.88
2.940000000000002,510.35,510.51
2.960000000000002,508.48,510.01
