time_s,H,V
0.0,520.4,485.6
0.02,523.52,467.28
0.04,524.02,457.22
0.06,523.01,453.78
0.08,521.61,452.82
0.1,521.61,452.82
0.12000000000000001,517.07,456.45
0.14,515.86,460.16
0.16,514.89,465.53
0.18,513.51,470.62
0.19999999999999998,513.51,470.62
0.21999999999999997,511.05,478.12
0.23999999999999996,510.84,481.49
0.25999999999999995,510.87,485.6
0.27999999999999997,511.1,488.68
0.3,511.1,488.68
0.32,510.42,494.35
0.34,510.42,494.35
0.36000000000000004,509.94,498.28
0.38000000000000006,509.15,502.03
0.4000000000000001,509.15,502.03
0.4200000000000001,508.66,505.34
0.4400000000000001,507.92,506.67
0.46000000000000013,508.34,508.34
0.48000000000000015,508.07,509.47
0.5000000000000001,507.66,509.97
0.5200000000000001,507.53,509.58
0.5400000000000001,506.62,509.66
0.5600000000000002,506.5,510.33
0.5800000000000002,507.0,510.86
0.6000000000000002,507.0,510.86
0.6200000000000002,515.44,549.11
0.6400000000000002,515.44,549.11
0.6600000000000003,519.0,634.55
0.6800000000000003,519.0,634.55
0.7000000000000003,508.6,673.44
0.7200000000000003,491.28,698.15
0.7400000000000003,475.02,706.72
0.7600000000000003,464.62,699.38
0.7800000000000004,458.5,681.1
0.8000000000000004,455.2,659.08
0.8200000000000004,455.96,636.27
0.8400000000000004,458.57,614.01
0.8600000000000004,460.85,595.41
0.8800000000000004,460.85,595.41
0.9000000000000005,467.23,564.22
0.9200000000000005,471.58,553.78
0.9400000000000005,471.58,553.78
0.9600000000000005,475.66,545.42
0.9800000000000005,484.19,532.15
1.0000000000000004,484.19,532.15
1.0200000000000005,487.35,528.92
1.0400000000000005,490.28,526.94
1.0600000000000005,493.42,524.55
1.0800000000000005,494.74,524.04
1.1000000000000005,496.99,523.63
1.1200000000000006,499.19,523.51
1.1400000000000006,499.95,523.0
1.1600000000000006,499.16,522.4
1.1800000000000006,499.53,520.92
1.2000000000000006,501.02,520.94
1.2200000000000006,501.42,519.35
1.2400000000000007,501.34,518.68
1.2600000000000007,501.87,517.74
1.2800000000000007,501.87,517.74
1.3000000000000007,503.92,515.8
1.3200000000000007,505.73,515.04
1.3400000000000007,506.79,514.83
1.3600000000000008,508.03,515.06
1.3800000000000008,508.03,515.06
1.4000000000000008,508.02,516.05
1.4200000000000008,507.82,517.84
1.4400000000000008,508.25,518.27
1.4600000000000009,508.0,518.22
1.4800000000000009,508.2,517.37
1.5000000000000009,508.16,517.3
1.520000000000001,507.93,517.44
1.540000000000001,507.93,517.44
1.560000000000001,508.0,516.0
1.580000000000001,508.2,516.0
1.600000000000001,508.2,516.0
1.620000000000001,510.89,515.04
1.640000000000001,511.51,514.03
1.660000000000001,511.51,514.03
1.680000000000001,512.41,513.63
1.700000000000001,513.73,513.1
1.720000000000001,512.78,512.88
1.740000000000001,512.62,513.7
1.7600000000000011,511.5,514.76
1.7800000000000011,510.8,515.61
1.8000000000000012,510.44,516.69
1.8200000000000012,510.35,516.15
1.8400000000000012,510.08,517.52
1.8600000000000012,509.47,516.62
1.8800000000000012,509.47,516.62
1.9000000000000012,509.9,514.27
1.9200000000000013,509.72,514.02
1.9400000000000013,509.72,514.02
1.9600000000000013,509.14,512.81
1.9800000000000013,510.31,512.05
2.0000000000000013,510.31,512.05
2.0200000000000014,511.45,512.64
2.0400000000000014,510.96,511.31
2.0600000000000014,511.97,511.05
2.0800000000000014,511.97,512.04
2.1000000000000014,511.78,512.23
2.1200000000000014,511.62,513.39
2.1400000000000015,511.3,513.91
2.1600000000000015,510.24,515.13
2.1800000000000015,509.79,514.7
2.2000000000000015,509.23,515.16
2.2200000000000015,509.23,515.16
2.2400000000000015,508.39,515.13
2.2600000000000016,508.05,515.08
2.2800000000000016,506.84,514.67
2.3000000000000016,506.87,514.73
2.3200000000000016,507.1,512.99
2.3400000000000016,507.1,512.99
2.3600000000000017,509.42,512.59
2.3800000000000017,509.42,512.59
2.4000000000000017,509.74,512.27
2.4200000000000017,510.19,513.82
2.4400000000000017,510.15,515.05
2.4600000000000017,510.15,515.05
2.4800000000000018,510.46,515.88
2.5000000000000018,510.17,516.1
2.520000000000002,509.73,517.28
2.540000000000002,509.99,517.42
2.560000000000002,508.99,518.34
2.580000000000002,508.39,517.67
2.600000000000002,508.11,517.14
2.620000000000002,508.11,517.14
2.640000000000002,508.03,515.17
2.660000000000002,508.03,515.17
2.680000000000002,508.43,514.53
2.700000000000002,509.07,512.58
2.720000000000002,510.06,512.87
2.740000000000002,510.06,512.87
2.760000000000002,509.65,513.69
2.780000000000002,508.92,513.75
2.800000000000002,508.13,514.8
2.820000000000002,506.91,514.64
2.840000000000002,506.93,515.91
2.860000000000002,507.34,517.33
2.880000000000002,506.87,516.66
2.900000000000002,506.87,516.66
2.920000000000002,504.96,514.67
2.940000000000002,505.77,514.93
2.960000000000002,506.01,514.35
